Artist,Song,Year,album_id,Album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genres
OneRepublic,Secrets,2010,2pLAOZiilrhOrTQNqrF8qr,Waking Up,2009-01-01,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693,4,"['piano rock', 'pop']"
Selena Gomez & The Scene,Naturally,2010,49yHvRh1cOfLcEKukEP7Ox,When The Sun Goes Down,2011-01-01,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453,4,"['pop', 'post-teen pop']"
Alicia Keys,Un-Thinkable (I'm Ready),2010,1QdTD7TKQCHEZueuVAlE72,Un-thinkable (I'm Ready) (feat. Drake) [Remix],2010-05-28,0.531,0.603,7,-6.242,1,0.0944,0.728,0.0,0.11,0.228,86.162,282027,4,"['neo soul', 'pop', 'r&b']"
"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",All I Do Is Win,2010,3HhZbSJdhOqMSaRbEt3gtw,Grateful,2017-06-22,0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621,204664,4,[]
"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",I Made It (Cash Money Heroes),2010,2z7Rka13VWcEpQw5oLXoXb,"I Made It (Cash Money Heroes) ((Instrumental) Originally Performed by Kevin Rudolf featuring Birdman, Jay Sean & Lil Wayne)",2010-05-25,0.675,0.821,7,-6.78,1,0.038,0.000123,0.842,0.719,0.582,120.713,256733,5,"['pop rap', 'wrestling']"
Sugarland,Stuck Like Glue,2010,6tRJWFLsUW4HuiXHlOSnwf,The Incredible Machine,2010-01-01,0.702,0.795,1,-4.764,1,0.0568,0.329,0.0,0.0505,0.836,83.961,247587,4,"['contemporary country', 'country', 'country dawn', 'country road']"
Usher Featuring Plies,Hey Daddy (Daddy's Home),2010,3yGTwpH4sR3IFRj0CSDyPa,Hey Daddy (Daddy's Home) (Originally Performed By Usher featuring Plies),2010-03-16,0.572,0.396,8,-13.647,0,0.0233,0.00919,0.914,0.677,0.434,94.033,257880,4,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']"
Usher,There Goes My Baby,2010,6A1F3Fkq5dYeYYNkXflcTX,Raymond v Raymond (Expanded Edition),2010-03-30,0.626,0.52,9,-8.077,0,0.0892,0.175,0.0,0.13,0.257,77.468,281293,4,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']"
Taylor Swift,Today Was A Fairytale,2010,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,0.482,0.779,7,-5.025,1,0.0409,0.0135,0.0,0.296,0.328,158.162,241822,4,['pop']
Timbaland Featuring Drake,Say Something,2010,5FK6borHO8QcztXhXCPn5H,Shock Value II,2009-01-01,0.555,0.713,11,-4.549,1,0.0911,0.0845,0.0,0.712,0.725,79.934,240920,4,"['dance pop', 'pop', 'pop rap']"
Beyonce,Sweet Dreams,2010,23Y5wdyP5byMFktZf8AcWU,I AM...SASHA FIERCE,2008-11-14,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,208067,4,"['pop', 'r&b']"
Kings Of Leon,Use Somebody,2010,5CZR6ljD0x9fTiS4mh9wMp,Only By The Night,2008-09-23,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,4,"['modern rock', 'rock']"
Carrie Underwood,Undo It,2010,3iLrVuA1k7onNmZTuUQH4u,Play On,2009,0.476,0.84,2,-2.259,1,0.058,0.11,0.0,0.046,0.648,156.254,177253,4,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']"
Sean Kingston & Justin Bieber,Eenie Meenie,2010,71clfVkkopYLrgweVj2cow,Beautiful Girls,2007-07-23,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,225373,4,"['dance pop', 'miami hip hop', 'pop']"
Lil Wayne Featuring Drake,Right Above It,2010,5vfnsOgLqsgmEb3vGyc2FO,I Am Not A Human Being,2010-01-01,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,271947,4,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Miranda Lambert,The House That Built Me,2010,3uczBfJFFSNjSiF8ScC1pA,Revolution,2009-09-24,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,236627,4,"['contemporary country', 'country', 'country dawn', 'country road']"
The Band Perry,If I Die Young,2010,3dASAcs9QOsmoSLhHjEhCu,The Band Perry,2010-01-01,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4,"['contemporary country', 'country', 'country dawn', 'country road']"
Paramore,The Only Exception,2010,27UqZoE1kV6sIV6uQcI28A,Brand New Eyes,2009-09-28,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,267653,3,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']"
Lady Antebellum,American Honey,2010,3hnGcNi8oqGdwTm3CeniFA,Need You Now,2010-01-01,0.588,0.684,1,-5.154,1,0.0288,0.508,0.0,0.141,0.121,85.997,224867,4,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
Sara Bareilles,King Of Anything,2010,627ukPRwYxyBREHxBq0vGJ,Kaleidoscope Heart,2010-09-07,0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,207493,4,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']"
Daughtry,Life After You,2010,4a3wP4t2IswXR40aXQcYrM,Leave This Town,2009-07-14,0.434,0.764,5,-3.45,1,0.0299,0.0534,0.0,0.437,0.309,51.316,206413,4,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
Uncle Kracker,Smile,2010,2MyLXLijtCj7VKGzBM7dyW,Happy Hour,2009-09-11,0.541,0.812,4,-3.764,1,0.0336,0.203,0.0,0.42,0.607,141.056,201627,4,"['country', 'pop rock', 'post-grunge']"
Cali Swag District,Teach Me How To Dougie,2010,7jEhJ72S8vHQOmQTgIATww,The Kickback,2011-07-12,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,237480,4,['pop rap']
Alicia Keys,Try Sleeping With A Broken Heart,2010,0Rxab8t0y7GlaTJTHX2wEN,The Element Of Freedom,2009-12-15,0.496,0.821,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,249013,5,"['neo soul', 'pop', 'r&b']"
Jerrod Niemann,"Lover, Lover",2010,3VzLXlCQo9voFegEhlJPd9,Judge Jerrod & The Hung Jury,2010-07-13,0.879,0.567,7,-6.509,1,0.0588,0.186,0.0,0.622,0.948,112.473,193733,4,"['contemporary country', 'country road']"
Adele,Rolling In The Deep,2011,0Lg1uZvI312TPqxNWShFXL,21,2011-01-24,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4,"['british soul', 'pop', 'pop soul', 'uk pop']"
LMFAO Featuring Lauren Bennett & GoonRock,Party Rock Anthem,2011,49Nn6kfh6GoTdg07I9VL8K,LMoP Soundtrack,2023-11-07,0.484,0.131,2,-18.692,0,0.035,0.974,0.863,0.0902,0.15,134.316,229254,4,"['dance pop', 'pop', 'pop rap']"
Katy Perry,Firework,2011,5BvgP623rtvlc0HDcpzquz,Teenage Dream: The Complete Confection,2012-03-12,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,4,['pop']
Katy Perry Featuring Kanye West,E.T.,2011,2eQMC9nJE3f3hCNKlYYHL1,Teenage Dream,2010-01-01,0.602,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.732,150.183,206373,4,['pop']
"Pitbull Featuring Ne-Yo, Afrojack & Nayer",Give Me Everything,2011,0QhwxYDUougJiVDtyN4Lhm,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",2013-06-24,0.673,0.932,8,-3.252,1,0.164,0.182,1.93e-06,0.303,0.536,129.029,256280,4,"['dance pop', 'miami hip hop', 'pop']"
Bruno Mars,Grenade,2011,1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops & Hooligans,2010-10-05,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4,"['dance pop', 'pop']"
Nicki Minaj,Super Bass,2011,7aADdYLiK1z7GlMFr0UIZw,Pink Friday (Complete Edition),2010-11-22,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013,4,"['hip pop', 'pop', 'queens hip hop', 'rap']"
Maroon 5 Featuring Christina Aguilera,Moves Like Jagger,2011,7strNUlU6xZqlVWBNUdOYv,Hands All Over,2010,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160,4,[]
The Black Eyed Peas,Just Can't Get Enough,2011,3IpexNXiKbezuY526S4Jvy,The Beginning,2010-01-01,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,219427,4,"['dance pop', 'pop', 'pop rap']"
Jennifer Lopez Featuring Pitbull,On The Floor,2011,543NK5YT3RjGmP7nFzWJPm,On The Floor,2011-01-01,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,4,"['dance pop', 'pop', 'urban contemporary']"
Rihanna,S&M,2011,35dJsQDEr549O5DTFUy3uM,Loud,2010-11-15,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,243533,4,"['barbadian pop', 'pop', 'urban contemporary']"
Foster The People,Pumped Up Kicks,2011,7Kmmw7Z5D2UD5MVwdm10sT,Torches,2011-05-23,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']"
Katy Perry,Last Friday Night (T.G.I.F.),2011,2eQMC9nJE3f3hCNKlYYHL1,Teenage Dream,2010-01-01,0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,230733,4,['pop']
Bruno Mars,Just The Way You Are,2011,1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops & Hooligans,2010-10-05,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,4,"['dance pop', 'pop']"
Enrique Iglesias Featuring Ludacris & DJ Frank E,Tonight (I'm Lovin' You),2011,12HeDZhPHHzCe7VE0uEYwD,Euphoria (Standard US/Latin version),2010-01-01,0.821,0.819,1,-3.627,1,0.0272,0.0104,5.49e-05,0.145,0.893,126.03,200347,4,"['dance pop', 'latin pop', 'mexican pop']"
P!nk,Raise Your Glass,2011,3uQMzfrf4kUNGsCtmTtjPh,Raise Your Glass,2010-10-05,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,202960,4,"['dance pop', 'pop']"
Lady Gaga,Born This Way,2011,5maeycU97NHBgwRr2h2A4O,Born This Way (Special Edition),2011-01-01,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,260253,4,"['art pop', 'dance pop', 'pop']"
P!nk,F**kin' Perfect,2011,1UNuojXYCvRMjOxSS5c5O0,F**kin' Perfect (Radio Edit),2010-12-15,0.561,0.653,7,-4.918,1,0.0349,0.0418,0.0,0.347,0.496,91.961,213720,4,"['dance pop', 'pop']"
Rihanna Featuring Drake,What's My Name?,2011,6EBo7VY2ISYEtPazdHfHJl,What's My Name? ((Instrumental) Originally Performed by Rihanna featuring Drake),2010-12-21,0.692,0.517,6,-8.561,0,0.037,0.167,0.739,0.189,0.544,99.99,256800,4,[]
Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me Now,2011,5NxI30FpR0tVB9Eg9LKSCL,Ultimate Cardio Workout Hits Now!,2010-03-01,0.575,0.786,0,-9.363,1,0.54,0.164,0.0,0.0976,0.933,167.341,235546,4,"['r&b', 'rap']"
Jeremih Featuring 50 Cent,Down On Me,2011,3in18ikSfn1v7cZ76tf1j6,Down On Me ((Instrumental) Originally Performed by Jeremih featuring 50 Cent),2010-12-07,0.599,0.718,2,-10.526,1,0.0316,0.00976,0.951,0.099,0.435,160.005,231573,4,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Lil Wayne,How To Love,2011,0pFydyko4Iw450abXlDPpp,Tha Carter IV (Complete Edition),2011-08-29,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,240307,4,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Adele,Someone Like You,2011,0Lg1uZvI312TPqxNWShFXL,21,2011-01-24,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,4,"['british soul', 'pop', 'pop soul', 'uk pop']"
OneRepublic,The Good Life,2011,3iGgZneBcBoeotO3D9vZ8a,Summer Hits Of The 2000s,2022-01-25,0.636,0.708,6,-7.057,1,0.0512,0.0818,0.0,0.117,0.662,94.987,255693,4,"['piano rock', 'pop']"
Bruno Mars,The Lazy Song,2011,0KEstPIK1BEwCsmn8Lcxwn,Musica per stare a casa,2024-04-05,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.948,174.943,190213,4,"['dance pop', 'pop']"
Britney Spears,Till The World Ends,2011,0oFBaXLFsUVa2gEmJf4FcJ,Femme Fatale (Deluxe Version),2011-03-28,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,237947,4,"['dance pop', 'pop']"
Lupe Fiasco,The Show Goes On,2011,1j0apvEvaWbTmlZpKsfr2D,Lasers,2011-03-04,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,239613,4,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
Lady Gaga,The Edge Of Glory,2011,2KkMVsxymoNR7hRmBcMttd,Born This Way,2011-01-01,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,320587,4,"['art pop', 'dance pop', 'pop']"
Ke$ha,We R Who We R,2011,0pGumY11G8OGH05ti6jh23,Cannibal (Expanded Edition),2010-11-19,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760,4,"['dance pop', 'pop']"
Wiz Khalifa,Black And Yellow,2011,6ZOXiVL8rmk2ATHJiFJhiD,Rolling Papers,2011-03-29,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,217667,4,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Hot Chelle Rae,Tonight Tonight,2011,0UkgnXc0w7qiRE2X086BdN,Whatever,2011-11-25,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,200467,4,"['dance rock', 'neon pop punk', 'post-teen pop']"
Ke$ha,Blow,2011,0pGumY11G8OGH05ti6jh23,Cannibal (Expanded Edition),2010-11-19,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,219973,4,"['dance pop', 'pop']"
Bad Meets Evil Featuring Bruno Mars,Lighters,2011,5abCMGtyHwpOr9cEbwfP1P,Hell: The Sequel (Deluxe),2011-01-01,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,303813,4,['detroit hip hop']
The Band Perry,If I Die Young,2011,3dASAcs9QOsmoSLhHjEhCu,The Band Perry,2010-01-01,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4,"['contemporary country', 'country', 'country dawn', 'country road']"
Gym Class Heroes Featuring Adam Levine,Stereo Hearts,2011,38BKZQlcecdDhjfq83vMRl,Gym Class,2016-03-30,0.62,0.347,8,-13.292,1,0.0705,0.504,0.00421,0.0841,0.0753,75.517,217000,4,['deep talent show']
The Black Eyed Peas,The Time (Dirty Bit),2011,0BkpKcHw606at6Y2cp8kdE,The Beginning (Deluxe),2010-01-01,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,307640,4,"['dance pop', 'pop', 'pop rap']"
Diddy - Dirty Money Featuring Skylar Grey,Coming Home,2011,7IFZivwp0ttfEtkQjBukRh,"Graduation Karaoke Party! 2014: The Ultimate Hiphop & Pop Celebration Featuring Today My Life Begins, Dark Horse, Work Bitch, High School, + More!",2014-05-22,0.583,0.577,7,-9.93,1,0.0732,0.00186,0.941,0.174,0.166,168.014,239569,4,['pop rap']
Pitbull Featuring T-Pain,Hey Baby (Drop It To The Floor),2011,0YWPQJVVWsxabaSGtpkYSQ,"Reggaeton All Stars Featuring Pitbull, Don Omar, Wisin & Yandel, Daddy Yankee and More!",2013-03-04,0.851,0.43,7,-7.744,0,0.0406,0.000213,0.887,0.0609,0.504,128.049,204427,4,"['new romantic', 'new wave pop', 'synthpop']"
Rihanna,Only Girl (In The World),2011,5QG3tjE5L9F6O2vCAPph38,Loud (Japan Version),2010-01-01,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,235493,4,"['barbadian pop', 'pop', 'urban contemporary']"
Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot,2011,0cNIZsTvuVTj5VX328pWEn,6 Foot 7 Foot(in the style of Lil Wayne featuring Cory Gunz),2011-01-11,0.411,0.805,2,-3.052,1,0.323,0.0387,0.0,0.361,0.3,71.641,245101,3,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Lady Antebellum,Just A Kiss,2011,2OecGqWoNWvW2VH4HUixjo,Own The Night,2011-09-13,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,218840,4,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
Jason Aldean,Dirt Road Anthem,2011,4DDsvEKPW32jeMEAqmOdjv,My Kinda Party,2010-11-02,0.68,0.74,2,-5.064,1,0.0355,0.342,1.81e-06,0.117,0.644,127.024,229400,4,"['contemporary country', 'country', 'country road', 'modern country rock']"
Taio Cruz,Dynamite,2011,159jpldDCgsgH6KGgjy63c,Rokstarr,2010-01-01,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,203867,4,"['dance pop', 'pop', 'pop rap']"
Waka Flocka Flame Featuring Roscoe Dash & Wale,No Hands,2011,6MQtWELG7aRX7CkAzQ6nLM,Flockaveli,2010-10-01,0.705,0.702,0,-4.783,0,0.108,0.138,0.0,0.364,0.771,140.059,250493,4,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Britney Spears,I Wanna Go,2011,0oFBaXLFsUVa2gEmJf4FcJ,Femme Fatale (Deluxe Version),2011-03-28,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,210267,4,"['dance pop', 'pop']"
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",I'm On One,2011,3HMitSqah96zosi3c2HUO3,"Fed Up (Originally Performed by DJ Khaled featuring Usher, Drake, Rick Ross & Young Jeezy)",2010-01-19,0.464,0.827,1,-6.698,0,0.0502,6.64e-05,0.9,0.0942,0.353,178.032,207640,4,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
Cobra Starship Featuring Sabi,You Make Me Feel...,2011,5gXDrzBIzmAhiE0dNKwy0i,Night Shades,2011-08-29,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693,4,['dark r&b']
Chris Brown,Yeah 3X,2011,6df0qvkMXoyHGt9J8cujZb,F.A.M.E. (Expanded Edition),2011-03-22,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,241667,4,"['r&b', 'rap']"
Nicki Minaj Featuring Drake,Moment 4 Life,2011,3LJhoYn4nnHmvPRO3ppbsl,Pink Friday,2010-01-01,0.475,0.882,11,-3.883,1,0.351,0.406,0.0,0.241,0.369,98.001,279307,4,"['british folk', 'folk', 'melancholia', 'singer-songwriter']"
Dr. Dre Featuring Eminem & Skylar Grey,I Need A Doctor,2011,1l9oFWJXyxPG2l5lWnIx9G,I Need Doctor(in the style of Dr. Dre featuring Eminem),2011-02-15,0.675,0.886,7,-4.521,0,0.161,0.254,0.0,0.339,0.485,155.901,282145,4,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Nelly,Just A Dream,2011,3mz9p3cA0Cl5oDUlpTxB0c,5.0,2010-11-12,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,237800,4,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']"
Kelly Rowland Featuring Lil Wayne,Motivation,2011,673D6VTmxJquUg31Wq1j0S,Here I Am (Deluxe Version),2011-01-01,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,230560,4,"['atl hip hop', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']"
Edward Maya & Vika Jigulina,Stereo Love,2011,08TJIowJSczr1k1He86oOn,Desert Rain ( Official Remix ) [feat. Vika Jigulina],2011-04-05,0.702,0.762,7,-7.868,0,0.0364,0.00598,0.749,0.0999,0.724,128.015,226000,4,"['romanian house', 'romanian pop']"
Christina Perri,Jar Of Hearts,2011,3XNK8vPk3O1rjhDZyOMJ6n,lovestrong.,2011-05-10,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,246587,4,['pop']
Wiz Khalifa,Roll Up,2011,4TlJgXmKW3vPpiaI1R8RDz,Canciones para revivir la década del 2000,2024-04-11,0.523,0.804,3,-5.473,1,0.19,0.0531,0.0,0.0915,0.607,125.358,227773,5,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
LMFAO,Sexy And I Know It,2011,5EuNq3rYUESwy6Vcsz2PZe,Sorry For Party Rocking (Deluxe Version),2011-01-01,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,4,"['dance pop', 'pop', 'pop rap']"
Far*East Movement Featuring Ryan Tedder,Rocketeer,2011,1TuKgkCGIxiIns9Bc5XKRC,Free Wired,2010-01-01,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,211253,4,"['asian american hip hop', 'dance pop', 'pop rap']"
Kanye West,All Of The Lights,2011,20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy,2010-11-22,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,299613,4,"['chicago rap', 'hip hop', 'rap']"
Britney Spears,Hold It Against Me,2011,0oFBaXLFsUVa2gEmJf4FcJ,Femme Fatale (Deluxe Version),2011-03-28,0.648,0.722,0,-4.813,0,0.0427,0.0103,0.0,0.24,0.389,132.973,228827,4,"['dance pop', 'pop']"
Usher,More,2011,5GNPZT1Bxq0EP7PQDQmK3U,More,2010-11-22,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,219987,4,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']"
Avril Lavigne,What The Hell,2011,1COPJyU2PpM2Itcob3vhFF,Goodbye Lullaby (Expanded Edition),2011-03-08,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,220707,4,"['canadian pop', 'candy pop', 'dance pop', 'pop']"
Tinie Tempah Featuring Eric Turner,Written In The Stars,2011,1ggrUrAPlcvhYrybrhoJ1X,Disc-Overy,2010-05-31,0.644,0.945,7,-3.534,1,0.0717,0.0587,0.0,0.184,0.573,91.017,219560,4,[]
Trey Songz Featuring Nicki Minaj,Bottoms Up,2011,3sDoSYf2AKB2IegZmkISGD,"Passion, Pain & Pleasure (Deluxe Version)",2010-09-14,0.844,0.601,1,-5.283,1,0.157,0.0205,0.0,0.385,0.331,73.989,242013,4,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Usher Featuring Pitbull,DJ Got Us Fallin' In Love,2011,0QhwxYDUougJiVDtyN4Lhm,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",2013-06-24,0.639,0.907,7,-4.749,0,0.189,0.0444,0.0,0.114,0.699,120.954,214280,4,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']"
The Script,For The First Time,2011,2oc73A20I1FTQiWGCkLeVP,Science & Faith,2011-01-18,0.396,0.629,9,-4.78,1,0.0287,0.0328,0.0,0.183,0.358,173.794,252853,4,"['celtic rock', 'pop']"
Blake Shelton,Honey Bee,2011,1WXCjIDp84rJN6Sa1Um9kJ,Red River Blue (Deluxe Edition),2011-07-11,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,210720,4,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']"
Jason Aldean With Kelly Clarkson,Don't You Wanna Stay,2011,4DDsvEKPW32jeMEAqmOdjv,My Kinda Party,2010-11-02,0.445,0.631,11,-4.798,1,0.0305,0.129,0.0,0.0911,0.152,143.85,256440,4,"['contemporary country', 'country', 'country road', 'modern country rock']"
Rihanna Featuring Calvin Harris,We Found Love,2011,2g1EakEaW7fPTZC6vBmBCn,Talk That Talk,2011-11-18,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
Keri Hilson,Pretty Girl Rock,2011,7lRRlf0zRaSki9s3YVRHcZ,No Boys Allowed,2010-01-01,0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,243920,4,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']"
Lady Gaga,You And I,2011,2KkMVsxymoNR7hRmBcMttd,Born This Way,2011-01-01,0.518,0.709,2,-5.234,1,0.0476,0.075,0.0,0.0935,0.514,127.083,307347,4,"['art pop', 'dance pop', 'pop']"
Far*East Movement Featuring Cataracs & Dev,Like A G6,2011,73FKNXIspPcHZTXBWlJhS7,Bang It To The Curb,2012-01-01,0.811,0.84,7,-5.792,1,0.255,0.000492,0.00381,0.0647,0.517,99.876,186000,4,"['asian american hip hop', 'dance pop', 'pop rap']"
David Guetta Featuring Usher,Without You,2011,5aprcHwM1KJhaY9Kbxkfkn,Nothing but the Beat 2.0,2011-08-24,0.608,0.614,2,-3.727,1,0.0285,0.227,3.82e-06,0.157,0.402,127.885,208133,4,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
Taylor Swift,Back To December,2011,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,0.497,0.635,2,-3.927,1,0.0273,0.00621,0.0,0.117,0.203,142.063,294190,4,['pop']
Katy Perry,Teenage Dream,2011,2eQMC9nJE3f3hCNKlYYHL1,Teenage Dream,2010-01-01,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741,4,['pop']
Eli Young Band,Crazy Girl,2011,7DYy5TiODoqnZbZ2o6KcmV,Life At Best,2011-01-01,0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,200707,3,"['classic texas country', 'contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock']"
